iter	AUC	Logloss
209	0.8706720723	0.1464563915
210	0.8707228473	0.1464010301
211	0.8710223444	0.1462650437
212	0.8710085432	0.1462557446
213	0.87107553	0.1461983589
214	0.8710888491	0.146159403
215	0.8713372247	0.1460596311
216	0.8713645859	0.1460106865
217	0.8714361832	0.1459656117
218	0.8714875006	0.1459445317
219	0.8715956498	0.1458780861
220	0.8716158392	0.1458439705
221	0.8718116168	0.1457804149
222	0.8718479277	0.1457545889
223	0.8719631583	0.1456761564
224	0.8720994823	0.1455739852
225	0.872244515	0.1455153762
226	0.8723302148	0.1454420983
227	0.8725030004	0.1453294306
228	0.8726259452	0.145248464
229	0.872788606	0.1451591311
230	0.8729397557	0.1450736345
231	0.8730869881	0.1449841184
232	0.8731423133	0.1449176154
233	0.8732832779	0.1448358044
234	0.8733534589	0.1447614336
235	0.8733929941	0.1447278404
236	0.8735450177	0.1446631385
237	0.8735734939	0.1446124787
238	0.8736429517	0.1445416208
239	0.873682276	0.1445091614
240	0.8737627023	0.1444692376
241	0.8738785356	0.1443802361
242	0.8740701848	0.1443120373
243	0.8743034786	0.1442000497
244	0.8743362639	0.1441919017
245	0.8744067161	0.1441247575
246	0.8744100308	0.1440956774
247	0.8744556228	0.1440456363
248	0.8747895927	0.1439454485
249	0.8750111946	0.1438279451
250	0.8750714918	0.1437838472
251	0.8754544588	0.1436599179
252	0.8756060304	0.1436122123
253	0.8757763752	0.143553702
254	0.8757789969	0.1435464826
255	0.8757905681	0.143532412
256	0.8758238958	0.1435098988
257	0.8760028588	0.1433758667
258	0.8760187995	0.143356601
259	0.8760758724	0.1433058073
260	0.8761231217	0.1432652418
261	0.8763564155	0.1431529031
262	0.8765474922	0.1430690836
263	0.8766036912	0.1430139208
264	0.8766094768	0.1429743468
265	0.8767157879	0.1428942259
266	0.8767161194	0.1428941395
267	0.8767467953	0.1428666228
268	0.8768208937	0.1427828703
269	0.8768496109	0.1427254649
270	0.8769759909	0.1426806034
271	0.8770275795	0.142645628
272	0.8772284195	0.1425569331
273	0.8773459402	0.1425277445
274	0.8774052732	0.1424824066
275	0.8775114938	0.1424264537
276	0.8775677531	0.1423814927
277	0.8775757988	0.1423483512
278	0.8776159366	0.1422787347
279	0.8776299789	0.1422598558
280	0.8776818387	0.1422009354
281	0.8779699152	0.142076863
282	0.8780954213	0.1420355331
283	0.8781148273	0.1420026585
284	0.878215865	0.141968224
285	0.8784373163	0.1418814209
286	0.8784711864	0.1418512187
287	0.8784975532	0.141806854
288	0.8785598694	0.141764098
289	0.878602448	0.1417285155
290	0.8787358491	0.1416482664
291	0.8789211101	0.1415717938
292	0.8789221045	0.141571713
293	0.8789334347	0.141548917
294	0.8791431038	0.141463574
295	0.8791864659	0.1414403895
296	0.879340177	0.1413507211
297	0.8793403578	0.1413331534
298	0.8794118345	0.1412615875
299	0.8794881025	0.141218645
300	0.8795112149	0.141194444
301	0.8795561741	0.1411525036
302	0.8795939917	0.1410848941
303	0.8797920292	0.1409778196
304	0.8798338546	0.1409468475
305	0.8799739453	0.1408910463
306	0.8800522624	0.1408325383
307	0.8802109455	0.140763913
308	0.8802523189	0.1407159697
309	0.8804776272	0.1405869822
310	0.8806168743	0.1404865715
311	0.8807337622	0.1404228603
312	0.8808771225	0.1403470943
313	0.8809683065	0.1402842294
314	0.8809828309	0.1402614692
315	0.8812610387	0.1401727121
316	0.8812648054	0.1400856972
317	0.8813354082	0.140063917
318	0.8814808627	0.1399802891
319	0.8816384912	0.1398891078
320	0.8816814918	0.1398284019
321	0.8821283117	0.1396835635
322	0.8822040372	0.139598086
323	0.8822492375	0.139547261
324	0.8825100131	0.1394773078
325	0.8825353855	0.1394586769
326	0.8826023422	0.1393634455
327	0.8826224111	0.1393271322
328	0.8826205127	0.1393108894
329	0.8826295829	0.1392836716
330	0.882746953	0.1392142799
331	0.8828294586	0.1391700304
332	0.8829308278	0.1390828233
333	0.8830840567	0.139029508
334	0.8831052406	0.1389917152
335	0.8833040918	0.138900826
336	0.8833711389	0.1388633915
337	0.8835871661	0.1387376518
338	0.8836628615	0.1386558734
339	0.8836779886	0.1386168985
340	0.8837307222	0.138565023
341	0.88377987	0.1385069283
342	0.8838639425	0.1384629555
343	0.8839647091	0.1383886577
344	0.8840087643	0.1383270371
345	0.8840864786	0.1382914103
346	0.8841084158	0.1382720361
347	0.8843527987	0.138179734
348	0.884679642	0.1380191796
349	0.8848033703	0.1379337979
350	0.8849505123	0.1378737056
351	0.8849661516	0.1378259617
352	0.8850509172	0.1377851411
353	0.8851635563	0.1376964217
354	0.8852547404	0.137644672
355	0.885248563	0.1376323222
356	0.8853261267	0.137550248
357	0.8853319425	0.1375292508
358	0.8854448528	0.1374532168
359	0.8855721971	0.1373908968
360	0.8856537384	0.1373320872
361	0.8857456758	0.1372480696
362	0.8857933772	0.137200007
363	0.8858490037	0.1371694231
364	0.8858491845	0.1371693963
365	0.8860355905	0.1371228042
366	0.8860343851	0.1370891237
367	0.8861477173	0.1370217073
368	0.886198884	0.1369506804
369	0.8863223411	0.136875678
370	0.8865391518	0.1367717422
371	0.8866418469	0.1367242777
372	0.8866527552	0.1366985973
373	0.8866763498	0.1366914132
374	0.8869025622	0.1366127888
375	0.8869334792	0.1365974788
376	0.8870079994	0.1365314889
377	0.8870575389	0.1364876759
378	0.8870674528	0.1364847128
379	0.8871881979	0.1364521919
380	0.8873711084	0.1363635188
381	0.887384337	0.1363337062
382	0.8874827832	0.13625847
383	0.8876283884	0.1361640453
384	0.8876283583	0.1361640376
385	0.887659667	0.136141724
386	0.8876597574	0.1361417162
387	0.88779349	0.1360732933
388	0.8879359613	0.1360175084
389	0.8884000478	0.1358432714
390	0.8884810768	0.1357999959
391	0.8886651023	0.1357318689
392	0.8888035055	0.1356254278
393	0.8889182841	0.1355608677
394	0.8890711817	0.1355003957
395	0.8893339761	0.1354209983
396	0.8894598137	0.1353703287
397	0.8894652076	0.1353444407
398	0.8894882598	0.1353306418
399	0.8895845665	0.135289204
400	0.8896195214	0.1352456698
401	0.88968238	0.1352134529
402	0.8897378558	0.1351845253
403	0.8900145418	0.1350707333
404	0.8900563973	0.1350271838
405	0.8901032549	0.1350084516
406	0.8901663545	0.1349878797
407	0.8905106	0.1349088046
408	0.890625921	0.1348461516
409	0.8906759727	0.1348178842
410	0.8907160805	0.1347847613
411	0.8907204498	0.1347457848
412	0.8907761969	0.1347132965
413	0.8908548454	0.1346800762
414	0.8909231882	0.1346295645
415	0.8911454832	0.1345413919
416	0.8913671756	0.1344422646
417	0.8913672961	0.1344422563
418	0.8915763625	0.1343635709
419	0.8916757429	0.1343226409
420	0.8916996388	0.1342938127
421	0.8917206418	0.1342874815
422	0.8918237286	0.1342542271
423	0.8919077108	0.1342277348
424	0.891908675	0.1342276692
425	0.8922273974	0.1340608047
426	0.8922790462	0.134024443
427	0.8924048537	0.1339730274
428	0.8924741307	0.1339306626
429	0.8926020174	0.1338784232
430	0.8926954012	0.1338168199
431	0.8927775753	0.1337432813
432	0.8929547604	0.1336598509
433	0.893002733	0.1335999822
434	0.8931359533	0.1335141278
435	0.8932425959	0.1334461066
436	0.8932468146	0.1334333607
437	0.8932588077	0.1334173043
438	0.893349148	0.1333618712
439	0.8936087483	0.1332843308
440	0.8937326273	0.1332226939
441	0.8938525888	0.1331659134
442	0.8939182498	0.1331238985
443	0.8939572124	0.1330988562
444	0.8939658306	0.1330770563
445	0.8941293351	0.1329992218
446	0.894172396	0.1329675308
447	0.8942445356	0.1329214003
448	0.8942743678	0.1328944911
449	0.8944510105	0.1327995497
450	0.8946193063	0.1326808789
451	0.8949089799	0.132601377
452	0.895102648	0.1325156479
453	0.8951051491	0.1325023283
454	0.8951286533	0.1324470924
455	0.8952723299	0.1323896888
456	0.8953392264	0.1323456231
457	0.8953983785	0.1322989872
458	0.8954315254	0.1322913026
459	0.8956619263	0.1321719362
460	0.8957284913	0.1321100341
461	0.895877381	0.1320365095
462	0.8960566152	0.1319651688
463	0.8961065465	0.1319192343
464	0.8962224702	0.1318717902
465	0.8963024144	0.131825064
466	0.8963638567	0.1317929756
467	0.8964231594	0.1317461084
468	0.896460073	0.1317209512
469	0.8965459536	0.1316592127
470	0.8965547827	0.1316451962
471	0.8966522948	0.1316154584
472	0.8967497165	0.1315734205
473	0.8967806636	0.1315456775
474	0.8967786145	0.1315455276
475	0.896788197	0.1315143937
476	0.8968433715	0.1314667675
477	0.8969556189	0.1313993427
478	0.8969592047	0.1313938548
479	0.8970180254	0.1313631932
480	0.897129881	0.1312813547
481	0.8972573459	0.1312048691
482	0.8973243327	0.1311642138
483	0.897573989	0.131082189
484	0.8976009886	0.1310585855
485	0.897604243	0.1310515461
486	0.8977298094	0.1309749698
487	0.8978058664	0.1309469524
488	0.8978878899	0.1309029926
489	0.8978909937	0.130897093
490	0.8979837446	0.1308524384
491	0.8981081358	0.1307996593
492	0.8981792208	0.1307613084
493	0.8982779383	0.1307302487
494	0.8984638923	0.1306371582
495	0.8985489893	0.1306162055
496	0.8986674442	0.1305619894
497	0.8987923176	0.1305002614
498	0.8988269711	0.1304657047
499	0.8989029377	0.1304032488
500	0.8989180648	0.1303897892
501	0.8991393955	0.1303145862
502	0.8992424823	0.130255613
503	0.899397459	0.1301758618
504	0.8996523585	0.130058761
505	0.8998815843	0.1299718625
506	0.8999203059	0.1299295542
507	0.9003838198	0.1297639823
508	0.9006293477	0.1296488542
509	0.9006831361	0.1296315943
510	0.900843115	0.129542906
511	0.9008485691	0.1295277789
512	0.9010742693	0.1294634289
513	0.9013744896	0.1293512944
514	0.9015037925	0.1292903149
515	0.9015456179	0.1292266073
516	0.901594615	0.1291987827
517	0.9016786574	0.1291496085
518	0.9018504486	0.1290821377
519	0.9018630143	0.1290592078
520	0.9020061486	0.1289887604
521	0.9021623608	0.1289171457
522	0.9021792958	0.1288774225
523	0.9025400845	0.1287249589
524	0.9026989485	0.1285965721
525	0.902780761	0.1285581179
526	0.903109578	0.1284288901
527	0.9031974474	0.1283756522
528	0.9032627468	0.1283364162
529	0.9033475425	0.1282723187
530	0.903347663	0.1282721942
531	0.9033906937	0.12824699
532	0.9033750544	0.128237477
533	0.9034134144	0.128220641
534	0.9034764537	0.1281902535
535	0.9036147666	0.128113736
536	0.9038657789	0.1280216493
537	0.9039777551	0.1279769891
538	0.9039771825	0.1279712416
539	0.9039812204	0.1279357328
540	0.9040985905	0.1278901236
541	0.904152409	0.1278591313
542	0.9043587332	0.1277803946
543	0.9046717603	0.1276643567
544	0.9048013947	0.1275741844
545	0.9049164446	0.1275268081
546	0.9051186706	0.1274262442
547	0.9052151582	0.127388915
548	0.9053276165	0.1273430943
549	0.9054274489	0.1272951974
550	0.9054781335	0.1272749654
551	0.9055539796	0.1272277034
552	0.9059470714	0.1270821267
553	0.9059710728	0.1270730163
554	0.9061392781	0.1270139147
555	0.9062750297	0.1269705813
556	0.9063154689	0.1269526721
557	0.906561931	0.1268546171
558	0.9067364945	0.1268052715
559	0.9067387846	0.1267816655
560	0.9068249063	0.1267054086
561	0.9068953584	0.1266680856
562	0.9068968651	0.1266679889
563	0.9069925692	0.1266277885
564	0.906993202	0.1266261394
565	0.9071017731	0.1265759197
566	0.9072511751	0.1265179638
567	0.9074239608	0.1264180553
568	0.9075114685	0.1263474651
569	0.9075735436	0.1263153389
570	0.9077166176	0.1262593585
571	0.9078226574	0.1261764594
572	0.9078329631	0.1261492136
573	0.9078352533	0.1261393788
574	0.9078541168	0.1261139561
575	0.9079087489	0.1260848694
576	0.9079810091	0.1260404162
577	0.9079835102	0.1260373527
578	0.9080628217	0.1259966783
579	0.9080778281	0.1259701766
580	0.9081673247	0.1259352102
581	0.9082196667	0.1259028486
582	0.9082953018	0.1258637643
583	0.9084214408	0.1257928118
584	0.9084632058	0.1257812296
585	0.9085962152	0.1257254837
586	0.9086584108	0.1256907348
587	0.9086872787	0.1256736443
588	0.9087231075	0.125620487
589	0.9087789148	0.1255821555
590	0.9087940719	0.1255537471
591	0.9088531337	0.1255164904
592	0.9088939344	0.1255118328
593	0.9088963451	0.1255023728
594	0.9089471804	0.1254848346
595	0.9089523031	0.1254825005
596	0.9090378823	0.125441927
597	0.9090995054	0.1254210954
598	0.9092518605	0.125339505
599	0.9093681458	0.1252736939
600	0.9093649817	0.1252726288
601	0.9094793987	0.1252319517
602	0.9095655204	0.1251911181
603	0.9096219604	0.125147694
604	0.9097352625	0.1250870948
605	0.9097435794	0.1250593982
606	0.9098174065	0.1250322484
607	0.9098734247	0.1249692271
608	0.9099075359	0.1249506302
609	0.9099238381	0.1249332956
610	0.9099212768	0.1249035279
611	0.9100325599	0.1248242071
612	0.9100179451	0.1247822733
613	0.9101065076	0.1247008168
614	0.9101405886	0.1246704446
615	0.9101482124	0.1246673907
616	0.9101816606	0.1246462303
617	0.9102066714	0.1246325528
618	0.9102057674	0.1246291946
619	0.9105652604	0.1245238763
620	0.9105876496	0.124489439
621	0.9106869395	0.1244347696
622	0.9107361777	0.1244148975
623	0.9107534141	0.1243875002
624	0.9108878096	0.1243408994
625	0.9108961566	0.1243329119
626	0.9110112667	0.1243047133
627	0.9110998593	0.1242610765
628	0.9111674488	0.1242218986
629	0.9112229848	0.1241966662
630	0.9113333941	0.1241459679
631	0.9113540355	0.1241168399
632	0.9114097826	0.1240886582
633	0.9114240659	0.1240773927
634	0.9115734378	0.1240241966
635	0.9115948627	0.1240111337
636	0.9117662321	0.1239145576
637	0.9118755565	0.1238642584
638	0.9119147602	0.1238457658
639	0.9120729612	0.1237237663
640	0.9121381702	0.1236962487
641	0.9121891561	0.1236264995
642	0.9122605123	0.1235661258
643	0.9126231693	0.1234328957
644	0.9127681115	0.123372487
645	0.9128187057	0.1233323982
646	0.9128938889	0.1232920311
647	0.9129602429	0.1232379096
648	0.9130122835	0.1232125159
649	0.9130410008	0.1231793067
650	0.9130994598	0.1231334781
651	0.9131595762	0.1230928309
652	0.9131595159	0.1230928301
653	0.9132265932	0.1230712113
654	0.9132507301	0.1230458237
655	0.9132937306	0.1230194963
656	0.9133512555	0.1229561139
657	0.9133749405	0.1229287497
658	0.9133782552	0.1229038599
659	0.9134203216	0.1228639624
660	0.9134502743	0.1228464431
661	0.9135150313	0.1227968336
662	0.9135961809	0.12273136
663	0.913605703	0.1226707458
664	0.9136996292	0.1226326109
665	0.9138434566	0.1225940729
666	0.9138634351	0.1225785795
667	0.9139218037	0.1225283703
668	0.914050052	0.122483953
669	0.914082325	0.1224253214
670	0.9142471856	0.1223420364
671	0.9142969963	0.1223214356
672	0.9143342112	0.1223008495
673	0.9144256062	0.1222328938
674	0.9144275648	0.1222326526
675	0.9146469068	0.1221540324
676	0.9146572125	0.1221213121
677	0.9148106825	0.1220560797
678	0.9148965329	0.1219961347
679	0.9149029514	0.1219955447
680	0.9149954312	0.1219462531
681	0.9149962749	0.121938951
682	0.9150597964	0.1218870945
683	0.9150951731	0.1218432989
684	0.9151197621	0.1218192505
685	0.915225802	0.121751342
686	0.9152852253	0.1217314615
687	0.9152814887	0.1217178659
688	0.9153534777	0.1216712233
689	0.9154934178	0.1216378098
690	0.9157558206	0.121532192
691	0.9158590882	0.1214545779
692	0.9158613482	0.1214543539
693	0.9159880597	0.1213863535
694	0.9160520934	0.1213528804
695	0.9161531914	0.1213203128
696	0.9163847374	0.1212366047
697	0.9163854907	0.1212365716
698	0.9163855209	0.1212365633
699	0.916429335	0.1212122762
700	0.9164302692	0.1212121979
701	0.9165213327	0.1211392905
702	0.916672844	0.1210773425
703	0.9166767614	0.1210770422
704	0.916797175	0.1210315271
705	0.91696306	0.120951883
706	0.9170366461	0.1209055416
707	0.9170378514	0.1209054225
708	0.9170618377	0.1208719896
709	0.9171428065	0.1208467469
710	0.9174682486	0.1207219065
711	0.917737341	0.1206313788
712	0.9177432472	0.120600735
713	0.9178004105	0.1205900771
714	0.917826928	0.1205387019
715	0.9178387102	0.1205268452
716	0.9178513361	0.1205254017
717	0.9180723957	0.1204735491
718	0.9182097142	0.1204057594
719	0.9183607434	0.1203501417
720	0.9183608338	0.1203501078
721	0.9184199256	0.120316531
722	0.918472599	0.1202758897
723	0.9185251218	0.1202245421
724	0.9187352429	0.1201194292
725	0.9187353031	0.1201194126
726	0.9188032844	0.1200843408
727	0.9188571631	0.1200442238
728	0.918947172	0.1200306125
729	0.9190684594	0.1199666036
730	0.9191231517	0.1199277996
731	0.9191556357	0.1199031721
732	0.9192266604	0.1198822316
733	0.919366028	0.1198303409
734	0.9194007117	0.1197913744
735	0.9194410906	0.1197609683
736	0.919478185	0.1197453149
737	0.9195284778	0.1197112809
738	0.9195364632	0.1196997044
739	0.9195568636	0.1196848127
740	0.9196636568	0.1196370758
741	0.9197803338	0.1195707034
742	0.919775633	0.1195696384
743	0.919880799	0.1195104148
744	0.9200851344	0.1194117538
745	0.9201468479	0.1193498365
746	0.9202326983	0.119267124
747	0.9202133827	0.1192560019
748	0.9202525262	0.119238032
749	0.9203637792	0.1191978032
750	0.9204000599	0.1191833169
751	0.9204687342	0.1191340949
752	0.920577908	0.1190784944
753	0.9206573701	0.1190371984
754	0.9208088815	0.1189612547
755	0.9208840044	0.1189224268
756	0.9209878144	0.1188712047
757	0.9210200271	0.118855921
758	0.9211983272	0.1187984761
759	0.9212692314	0.1187575888
760	0.9213420641	0.1186991956
761	0.9213728304	0.1186734094
762	0.9214616038	0.1186407407
763	0.92151039	0.1186098655
764	0.9216118496	0.1185740733
765	0.921638126	0.1185507808
766	0.9217962366	0.1184623766
767	0.921790692	0.1184341723
768	0.9219277092	0.118365503
769	0.9219924059	0.118323363
770	0.9219802922	0.1183056095
771	0.9220621951	0.1182776153
772	0.9221820964	0.1182266258
773	0.9224680937	0.1181202948
774	0.9226242155	0.1180259654
775	0.9227051843	0.1179588271
776	0.9229036136	0.1178786065
777	0.9229031616	0.1178785457
778	0.9231251553	0.1178049428
779	0.9234369469	0.1176860077
780	0.9234748548	0.1176553707
781	0.9235303005	0.1176108345
782	0.9236040373	0.1175738045
783	0.9236135595	0.1175571658
784	0.9238054498	0.1174827278
785	0.9238657469	0.1174453129
786	0.9239400562	0.1174053949
787	0.9240435347	0.1173350776
788	0.924104073	0.1173049626
789	0.9241565355	0.1172669121
790	0.9242394629	0.1172279341
791	0.924263841	0.1172100626
792	0.924526756	0.1171134314
793	0.9245346811	0.1170860386
794	0.9248086551	0.1169906067
795	0.9248471658	0.1169258232
796	0.9248849532	0.1168881773
797	0.9249220476	0.1168788213
798	0.9249759866	0.1168327117
799	0.925094321	0.1167665536
800	0.9252707829	0.1166771212
801	0.9253810415	0.1166170906
802	0.9253970725	0.1165997336
803	0.9255154973	0.1165288446
804	0.9255920364	0.1164615135
805	0.9255951402	0.1164479831
806	0.92563121	0.1164300555
807	0.9257472843	0.1163744482
808	0.9258162901	0.1163325878
809	0.9259407416	0.116269147
810	0.9259516499	0.1162184209
811	0.9259912755	0.1161860718
812	0.926023669	0.1161526318
813	0.9260767643	0.1160919876
814	0.9261093387	0.1160701186
815	0.926232856	0.1159956526
816	0.9263091842	0.1159571994
817	0.9263422105	0.1159373745
818	0.9265134594	0.1158704874
819	0.9265955732	0.1158254288
820	0.9265955431	0.1158252348
821	0.9266805197	0.1157825359
822	0.9267488022	0.1157271212
823	0.9267893318	0.1156937938
824	0.9268925391	0.1156532352
825	0.9269465686	0.1156092424
826	0.926996771	0.1155794231
827	0.9271022685	0.1154734688
828	0.9271440034	0.1154593515
829	0.9272009257	0.1154367628
830	0.9272399787	0.1154021009
831	0.9273235992	0.1153861098
832	0.9273907367	0.1153553733
833	0.9274750202	0.1152867818
834	0.9274943659	0.1152812549
835	0.9276905051	0.1152076991
836	0.9276916501	0.1151885949
837	0.9277100919	0.1151693749
838	0.9278188136	0.1151140124
839	0.927964901	0.1150191255
840	0.928037794	0.1149858095
841	0.9282836534	0.1148958918
842	0.9284100635	0.1148488293
843	0.9284659311	0.11478386
844	0.9285344246	0.1147470029
845	0.9285650101	0.1146981106
846	0.9286492635	0.1146767075
847	0.9287998708	0.1145933227
848	0.9288498021	0.1145519462
849	0.928867159	0.1145238706
850	0.9288733062	0.1145049509
851	0.92888093	0.1144680295
852	0.9289276671	0.1144128708
853	0.9290971079	0.1143455063
854	0.9291213654	0.1142949412
855	0.929230268	0.1142158821
856	0.9292945428	0.1141923471
857	0.9292816457	0.1141531104
858	0.9293734926	0.1141288369
859	0.9294189641	0.1141035586
860	0.9295161749	0.1140650706
861	0.9295593864	0.1140169491
862	0.9296267047	0.1139834072
863	0.9297011947	0.1139252671
864	0.9298356807	0.1138871917
865	0.9298491202	0.1138710929
866	0.9298615352	0.1138338758
867	0.9298597272	0.1138087325
868	0.9300116002	0.1137420574
869	0.9300412516	0.113708621
870	0.9301093232	0.1136613537
871	0.9302357936	0.1135935075
872	0.9303510544	0.1135597972
873	0.9303713945	0.1135156792
874	0.9304462763	0.1134569985
875	0.9304977444	0.1134243396
876	0.9306663113	0.1133440327
877	0.9306767375	0.1133324592
878	0.9307282056	0.1133053166
879	0.9308309308	0.1132618806
880	0.930841357	0.1132346689
881	0.9309830147	0.1131756204
882	0.9310484044	0.1131553277
883	0.9311321455	0.1131194112
